,hour,day,month,year,dayofweek,is_weekend,is_holiday,temperature,humidity,wind_speed,rainfall,load,temperature_norm,humidity_norm,wind_speed_norm,rainfall_norm,hour_norm,day_norm,month_norm,dayofweek_norm,is_weekend_norm,is_holiday_norm,load_norm
2022-01-01 00:00:00,0,1,1,2022,5,1,0,0.9956507178857212,79.41542836135788,3.214951585377426,0.0,15000.0,0.1867188933667454,0.7059346908765411,0.30454856511882505,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 01:00:00,1,1,1,2022,5,1,0,-1.0507633257866753,57.36264279106479,4.115112054925774,0.0,15000.0,0.14104506223511132,0.39089489701521135,0.3898197028319155,0.0,0.043478260869565216,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 02:00:00,2,1,1,2022,5,1,0,-0.2024005119353584,58.1851884858302,1.7465473738666906,0.0,15000.0,0.15997963709204874,0.40264554979757433,0.16544836912706046,0.0,0.08695652173913043,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 03:00:00,3,1,1,2022,5,1,0,0.926961781119664,75.51100964635545,5.577700441186455,0.0,15000.0,0.18518582780351542,0.6501572806622207,0.5283689725693185,0.0,0.13043478260869565,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 04:00:00,4,1,1,2022,5,1,0,-3.064160548936732,70.27587169088936,0.0,0.0,15000.0,0.09610813216692705,0.5753695955841336,0.0,0.0,0.17391304347826086,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 05:00:00,5,1,1,2022,5,1,0,-3.36382898090231,66.45743085473305,5.217540935569714,0.0,15000.0,0.08941984472118839,0.5208204407819006,0.4942514881417553,0.0,0.21739130434782608,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 06:00:00,6,1,1,2022,5,1,0,0.160648042878039,80.1080844270813,2.9666484196739265,0.0,15000.0,0.16808250290085347,0.7158297775297326,0.28102709960954425,0.0,0.2608695652173913,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 07:00:00,7,1,1,2022,5,1,0,-1.360685608698131,72.28279950349854,4.5382964337190606,0.0,15000.0,0.13412791951055014,0.6040399929071218,0.4299074590296707,0.0,0.30434782608695654,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 08:00:00,8,1,1,2022,5,1,0,-3.534802571359964,71.58501464030242,3.5801873637505888,0.0,15000.0,0.08560389216619206,0.5940716377186059,0.33914691886683196,0.0,0.34782608695652173,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 09:00:00,9,1,1,2022,5,1,0,-1.0339778445244574,78.10847976090783,3.5534783286778726,0.0,15000.0,0.14141969670314788,0.6872639965843974,0.3366168035319383,0.0,0.3913043478260869,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 10:00:00,10,1,1,2022,5,1,0,-2.424612973761668,66.97629394269286,3.865808426351451,0.0,15000.0,0.11038216827389787,0.5282327706098979,0.36620346465695924,0.0,0.43478260869565216,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 11:00:00,11,1,1,2022,5,1,0,-1.7056942305848204,86.19689812390098,4.248008145943338,0.0,15000.0,0.12642768622504544,0.8028128303414426,0.40240879251319867,0.0,0.4782608695652174,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 12:00:00,12,1,1,2022,5,1,0,0.4861469549953242,61.97367968117132,2.5411804724308094,1.06663411048793,15000.0,0.17534729977397123,0.4567668525881617,0.24072302367064285,0.07592492883756773,0.5217391304347826,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 13:00:00,13,1,1,2022,5,1,0,-3.0478809421447783,77.48365494606432,4.586625408101024,0.0,15000.0,0.09647147604340414,0.6783379278009187,0.43448560567070743,0.0,0.5652173913043478,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 14:00:00,14,1,1,2022,5,1,0,-1.9476132531628088,84.92261236254728,1.4077207769434943,0.0,15000.0,0.12102830547953006,0.7846087480363897,0.13335172593455036,0.0,0.6086956521739131,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 15:00:00,15,1,1,2022,5,1,0,0.9989676969409532,55.92735479819672,3.0264308523224823,0.0,15000.0,0.18679292488627308,0.37039078283138166,0.2866902188195628,0.0,0.6521739130434783,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 16:00:00,16,1,1,2022,5,1,0,0.5746363825477241,66.39425732671118,4.288381598720084,2.6358428318880454,15000.0,0.17732229167918234,0.5199179618101597,0.4062333219922662,0.18762401977428367,0.6956521739130435,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 17:00:00,17,1,1,2022,5,1,0,3.528494555921009,80.36352556207927,4.526953081735504,0.0,15000.0,0.24324933113368996,0.7194789366011325,0.428832916698787,0.0,0.7391304347826086,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 18:00:00,18,1,1,2022,5,1,0,1.1861742608208343,81.21659319906401,3.725609984703771,0.0,15000.0,0.1909711805094797,0.7316656171294857,0.3529226319284366,0.0,0.7826086956521738,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 19:00:00,19,1,1,2022,5,1,0,0.0753924880598782,68.26242624969964,2.4443380553780663,0.0,15000.0,0.16617968766859942,0.5466060892814235,0.23154925592552475,0.0,0.8260869565217391,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 20:00:00,20,1,1,2022,5,1,0,5.53159616105968,60.9938102149135,4.379488379864725,0.0,15000.0,0.2879564737256292,0.4427687173559071,0.4148637597246396,0.0,0.8695652173913043,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 21:00:00,21,1,1,2022,5,1,0,1.6719901544498277,79.05776117697268,2.0303773536335394,0.0,15000.0,0.20181408551948202,0.7008251596710382,0.19233524775654104,0.0,0.9130434782608695,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 22:00:00,22,1,1,2022,5,1,0,1.6372788212391052,81.3443073794443,5.661540322935036,0.0,15000.0,0.2010393646968203,0.7334901054206329,0.5363110255079678,0.0,0.9565217391304348,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-01 23:00:00,23,1,1,2022,5,1,0,-2.070816825256096,58.974611562452885,2.907420366062173,0.0,15000.0,0.11827853000569455,0.41392302232075545,0.27541649607066615,0.0,1.0,0.0,0.0,0.8333333333333333,1.0,0.0,0.9999999999999999
2022-01-02 00:00:00,0,2,1,2022,6,1,0,-1.079876460145938,58.28482644837997,0.7594046819365508,0.0,15000.0,0.14039528738307244,0.4040689492625709,0.07193750825990841,0.0,0.0,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 01:00:00,1,2,1,2022,6,1,0,-0.5457229669834026,72.41628370993101,1.276818021220664,0.0,15000.0,0.1523170372950779,0.6059469101418715,0.12095146255055049,0.0,0.043478260869565216,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 02:00:00,2,2,1,2022,6,1,0,-3.7930981659401777,77.43153578407097,3.134308678564873,0.0,15000.0,0.07983900338164739,0.6775933683438711,0.29690935783854155,0.0,0.08695652173913043,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 03:00:00,3,2,1,2022,6,1,0,-1.3610353179638714,67.41761974308862,3.2785811302345715,0.0,15000.0,0.1341201143637872,0.534537424901266,0.3105761167228821,0.0,0.13043478260869565,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 04:00:00,4,2,1,2022,6,1,0,-3.7904646022864985,77.93007758050945,6.023328250672135,0.0,15000.0,0.07989778178084987,0.6847153940072777,0.5705827684389618,0.0,0.17391304347826086,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 05:00:00,5,2,1,2022,6,1,0,-3.472275989549331,63.94031672849098,1.511094216824152,2.4429389783173,15000.0,0.0869994203818469,0.4848616675498711,0.14314416975555289,0.17389277753213228,0.21739130434782608,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 06:00:00,6,2,1,2022,6,1,0,-4.194524235554367,50.11142127992896,3.128036522201388,0.0,15000.0,0.07087959139359655,0.2873060182846994,0.2963152038769739,0.0,0.2608695652173913,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 07:00:00,7,2,1,2022,6,1,0,0.8156678790550984,65.5162889129575,1.4797111126224065,0.0,15000.0,0.1827018637667189,0.5073755558993929,0.14017128537462242,0.0,0.30434782608695654,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 08:00:00,8,2,1,2022,6,1,0,-2.6161816719247564,71.41717596670844,2.3298609434253867,0.0,15000.0,0.10610655435448489,0.5916739423815491,0.22070497436846898,0.0,0.34782608695652173,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 09:00:00,9,2,1,2022,6,1,0,-4.227853212567016,68.50995636480555,5.5948012683494985,0.0,15000.0,0.07013572332223886,0.5501422337829365,0.5299889137213214,0.0,0.3913043478260869,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 10:00:00,10,2,1,2022,6,1,0,0.1539788131108059,58.36777371947191,1.3643388885115053,0.0,15000.0,0.16793365263513696,0.4052539102781702,0.12924221090042082,0.0,0.43478260869565216,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 11:00:00,11,2,1,2022,6,1,0,-3.20925544634518,52.80628687511538,3.9494068593472416,0.0,15000.0,0.09286976510099221,0.3258040982159341,0.3741226454405359,0.0,0.4782608695652174,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
2022-01-02 12:00:00,12,2,1,2022,6,1,0,0.4266161789139381,64.73112710264684,3.658204261767079,0.0,15000.0,0.17401863482355046,0.4961589586092406,0.34653736743657443,0.0,0.5217391304347826,0.03333333333333333,0.0,1.0,1.0,0.0,0.9999999999999999
